age,height_cm,weight_kg,gender,activity_level,goal,bmi,calories,diet_type,workout_type
41,179,108,Male,Sedentary,Muscle Gain,33.71,2698,High Protein,Moderate
43,157,76,Male,Moderate,Maintain,30.83,2373,Balanced,Moderate
33,187,101,Male,Moderate,Maintain,28.88,3129,Balanced,Moderate
21,159,79,Female,Moderate,Muscle Gain,31.25,2652,High Protein,Moderate
43,182,59,Female,Sedentary,Muscle Gain,17.81,1921,High Protein,Light
47,150,106,Female,Active,Fat Loss,47.11,2542,Low Carb,Intense
36,165,72,Male,Moderate,Maintain,26.45,2443,Balanced,Moderate
19,184,102,Male,Active,Muscle Gain,30.13,4252,High Protein,Moderate
49,157,110,Male,Active,Fat Loss,44.63,2998,Low Carb,Intense
44,169,67,Male,Active,Muscle Gain,23.46,3171,High Protein,Moderate
22,156,47,Female,Active,Maintain,19.31,2230,Balanced,Moderate
22,159,108,Female,Moderate,Maintain,42.72,2794,Balanced,Moderate
30,161,47,Female,Moderate,Fat Loss,18.13,1306,Low Carb,Moderate
49,181,49,Female,Active,Muscle Gain,14.96,2608,High Protein,Light
32,169,49,Male,Active,Muscle Gain,17.16,2943,High Protein,Light
40,187,71,Male,Sedentary,Fat Loss,20.3,1520,Low Carb,Moderate
39,174,55,Male,Sedentary,Fat Loss,18.17,1237,Low Carb,Moderate
32,159,86,Male,Moderate,Muscle Gain,34.02,2933,High Protein,Moderate
24,188,102,Male,Active,Fat Loss,28.86,3452,Low Carb,Intense
36,182,99,Male,Active,Maintain,29.89,3709,Balanced,Moderate
36,164,63,Male,Active,Maintain,23.42,2812,Balanced,Moderate
19,189,76,Female,Sedentary,Muscle Gain,21.28,2322,High Protein,Moderate
23,189,92,Male,Active,Fat Loss,25.76,3283,Low Carb,Intense
25,184,84,Female,Active,Fat Loss,24.81,2737,Low Carb,Moderate
18,155,48,Female,Active,Maintain,19.98,2275,Balanced,Moderate
23,177,110,Male,Sedentary,Maintain,35.11,2515,Balanced,Moderate
31,153,63,Male,Active,Maintain,26.91,2728,Balanced,Moderate
18,154,100,Male,Active,Fat Loss,42.17,3067,Low Carb,Intense
42,189,53,Female,Moderate,Maintain,14.84,2077,Balanced,Light
20,185,103,Female,Moderate,Fat Loss,30.09,2484,Low Carb,Intense
44,182,61,Male,Active,Muscle Gain,18.42,3211,High Protein,Moderate
46,177,67,Male,Moderate,Muscle Gain,21.39,2704,High Protein,Moderate
37,163,97,Female,Sedentary,Muscle Gain,36.51,2271,High Protein,Moderate
29,153,105,Female,Sedentary,Muscle Gain,44.85,2340,High Protein,Moderate
42,190,68,Male,Sedentary,Fat Loss,18.84,1495,Low Carb,Moderate
32,175,58,Female,Sedentary,Muscle Gain,18.94,1923,High Protein,Moderate
32,159,57,Female,Active,Maintain,22.55,2361,Balanced,Moderate
33,179,90,Male,Sedentary,Muscle Gain,28.09,2530,High Protein,Moderate
50,151,78,Female,Moderate,Fat Loss,34.21,1534,Low Carb,Intense
42,189,66,Female,Moderate,Fat Loss,18.48,1778,Low Carb,Moderate
39,177,46,Female,Moderate,Muscle Gain,14.68,2175,High Protein,Light
18,190,49,Female,Sedentary,Muscle Gain,13.57,2011,High Protein,Light
26,159,67,Male,Active,Muscle Gain,26.5,3223,High Protein,Moderate
37,184,49,Female,Sedentary,Maintain,14.47,1552,Balanced,Light
44,175,61,Male,Sedentary,Fat Loss,19.92,1286,Low Carb,Moderate
45,182,73,Male,Moderate,Muscle Gain,22.04,2853,High Protein,Moderate
18,188,78,Female,Active,Maintain,22.07,3237,Balanced,Moderate
46,159,70,Male,Moderate,Fat Loss,27.69,1776,Low Carb,Intense
26,176,60,Male,Active,Fat Loss,19.37,2492,Low Carb,Moderate
37,163,90,Male,Sedentary,Fat Loss,33.87,1586,Low Carb,Intense
21,165,58,Male,Sedentary,Fat Loss,21.3,1313,Low Carb,Moderate
34,162,94,Male,Sedentary,Muscle Gain,35.82,2445,High Protein,Moderate
50,186,101,Male,Sedentary,Muscle Gain,29.19,2613,High Protein,Moderate
30,151,65,Female,Sedentary,Fat Loss,28.51,1039,Low Carb,Intense
38,158,73,Female,Moderate,Fat Loss,29.24,1618,Low Carb,Intense
30,179,60,Male,Sedentary,Fat Loss,18.73,1388,Low Carb,Moderate
38,172,99,Female,Active,Maintain,33.46,3256,Balanced,Moderate
33,187,90,Female,Sedentary,Muscle Gain,25.74,2391,High Protein,Moderate
35,162,45,Male,Active,Maintain,17.15,2455,Balanced,Light
47,152,49,Female,Active,Fat Loss,21.21,1483,Low Carb,Moderate
49,150,64,Female,Moderate,Maintain,28.44,1815,Balanced,Moderate
41,162,87,Female,Active,Muscle Gain,33.15,3181,High Protein,Moderate
23,160,104,Male,Sedentary,Maintain,40.62,2316,Balanced,Moderate
40,182,110,Male,Sedentary,Maintain,33.21,2451,Balanced,Moderate
26,156,72,Male,Sedentary,Maintain,29.59,1884,Balanced,Moderate
36,181,63,Female,Active,Maintain,19.23,2698,Balanced,Moderate
29,150,94,Male,Moderate,Maintain,41.78,2693,Balanced,Moderate
37,182,97,Female,Sedentary,Muscle Gain,29.28,2413,High Protein,Moderate
20,178,76,Female,Active,Muscle Gain,23.99,3361,High Protein,Moderate
22,164,78,Male,Moderate,Muscle Gain,29.0,2935,High Protein,Moderate
21,160,88,Female,Sedentary,Maintain,34.37,1936,Balanced,Moderate
27,168,47,Male,Sedentary,Fat Loss,16.65,1168,Low Carb,Light
27,183,85,Female,Moderate,Muscle Gain,25.38,2931,High Protein,Moderate
26,168,103,Male,Sedentary,Muscle Gain,36.49,2646,High Protein,Moderate
32,157,83,Male,Sedentary,Maintain,33.67,1987,Balanced,Moderate
23,160,94,Male,Moderate,Maintain,36.72,2836,Balanced,Moderate
28,157,86,Male,Active,Fat Loss,34.89,2741,Low Carb,Intense
38,159,87,Male,Active,Muscle Gain,34.41,3489,High Protein,Moderate
43,175,100,Female,Active,Fat Loss,32.65,2763,Low Carb,Intense
45,155,75,Female,Active,Muscle Gain,31.22,2832,High Protein,Moderate
36,181,110,Male,Active,Muscle Gain,33.58,4206,High Protein,Moderate
34,177,65,Male,Moderate,Fat Loss,20.75,1966,Low Carb,Moderate
44,168,90,Male,Moderate,Fat Loss,31.89,2189,Low Carb,Intense
18,168,66,Female,Moderate,Muscle Gain,23.38,2561,High Protein,Moderate
23,183,110,Male,Active,Fat Loss,32.85,3554,Low Carb,Intense
50,153,105,Female,Active,Maintain,44.85,3030,Balanced,Moderate
31,178,59,Female,Active,Fat Loss,18.62,2134,Low Carb,Moderate
24,173,56,Female,Moderate,Maintain,18.71,2108,Balanced,Moderate
33,153,48,Male,Moderate,Fat Loss,20.5,1478,Low Carb,Moderate
39,177,57,Male,Moderate,Muscle Gain,18.19,2603,High Protein,Moderate
40,152,98,Female,Sedentary,Muscle Gain,42.42,2182,High Protein,Moderate
34,170,86,Male,Active,Fat Loss,29.76,2839,Low Carb,Intense
21,166,61,Female,Sedentary,Maintain,22.14,1657,Balanced,Moderate
48,159,68,Male,Sedentary,Muscle Gain,26.9,2026,High Protein,Moderate
49,172,100,Female,Sedentary,Maintain,33.8,2002,Balanced,Moderate
33,161,47,Female,Moderate,Fat Loss,18.13,1282,Low Carb,Moderate
22,189,99,Male,Sedentary,Maintain,27.71,2479,Balanced,Moderate
30,188,106,Female,Sedentary,Muscle Gain,29.99,2608,High Protein,Moderate
35,185,59,Male,Moderate,Maintain,17.24,2443,Balanced,Light
38,154,103,Male,Active,Fat Loss,43.43,2934,Low Carb,Intense
28,180,77,Female,Sedentary,Maintain,23.77,1912,Balanced,Moderate
23,167,76,Male,Active,Fat Loss,27.25,2718,Low Carb,Intense
49,179,53,Male,Active,Maintain,16.54,2676,Balanced,Light
31,151,71,Male,Moderate,Muscle Gain,31.14,2630,High Protein,Moderate
30,174,72,Male,Active,Muscle Gain,23.78,3458,High Protein,Moderate
32,177,94,Male,Active,Fat Loss,30.0,3093,Low Carb,Intense
42,164,63,Female,Sedentary,Fat Loss,23.42,1040,Low Carb,Moderate
37,181,47,Male,Sedentary,Fat Loss,14.35,1205,Low Carb,Light
31,162,92,Female,Sedentary,Maintain,35.06,1939,Balanced,Moderate
35,150,99,Male,Active,Muscle Gain,44.0,3639,High Protein,Moderate
25,177,92,Female,Sedentary,Maintain,29.37,2088,Balanced,Moderate
46,168,57,Male,Sedentary,Fat Loss,20.2,1174,Low Carb,Moderate
40,163,62,Male,Sedentary,Muscle Gain,23.34,2032,High Protein,Moderate
49,174,62,Female,Moderate,Fat Loss,20.48,1517,Low Carb,Moderate
47,175,93,Male,Active,Maintain,30.37,3408,Balanced,Moderate
30,174,105,Female,Moderate,Maintain,34.68,2831,Balanced,Moderate
42,186,103,Male,Sedentary,Maintain,29.77,2385,Balanced,Moderate
46,176,109,Female,Moderate,Fat Loss,35.19,2288,Low Carb,Intense
36,185,49,Female,Active,Maintain,14.32,2479,Balanced,Light
37,178,74,Male,Active,Maintain,23.36,3177,Balanced,Moderate
21,163,45,Male,Sedentary,Fat Loss,16.94,1142,Low Carb,Light
37,180,110,Female,Sedentary,Muscle Gain,33.95,2554,High Protein,Moderate
41,189,45,Male,Active,Fat Loss,12.6,2219,Low Carb,Light
42,164,80,Female,Sedentary,Maintain,29.74,1744,Balanced,Moderate
36,187,98,Male,Moderate,Fat Loss,28.02,2559,Low Carb,Intense
24,170,76,Male,Sedentary,Fat Loss,26.3,1549,Low Carb,Intense
39,159,61,Female,Active,Fat Loss,24.13,1870,Low Carb,Moderate
19,180,60,Female,Sedentary,Fat Loss,18.52,1262,Low Carb,Moderate
48,151,80,Male,Active,Muscle Gain,35.09,3166,High Protein,Moderate
